title,created_at,text,date
래디컬 마켓,2019-11-27,지적으로 흥분되는 책이다! 메커니즘 설계의 급진적인 시각을 담아냈다,2023-03-19
레버리지,2023-03-18,레버리지 당하지 말자!,2023-03-19
레버리지,2023-03-18,어려웠지만 추천하는책,2023-03-19
레버리지,2023-03-17,너무 좋은 책입니다 잘 읽겠습니다,2023-03-19
레버리지,2023-03-17,잘 읽겠습니다아아아,2023-03-19
레버리지,2023-03-16,"인적 레버리지, 사람들의 지식도 레버리지를 해라",2023-03-19
로열 패밀리,2019-12-11,미리보기 보고 기대했는데 뭔가 로맨스보단 두 사람의 성장물이라고 봐야 맞는거같아요,2023-03-19
마법의 돈 굴리기,2023-03-10,금융지식 더 늘렸습니다,2023-03-19
마법의 돈 굴리기,2023-02-23,직장인으로 재테크 및 투자에 도움이 되었습니다.,2023-03-19
마법의 돈 굴리기,2023-02-11,아직 읽진 못했지만 기대됩니다,2023-03-19
마법의 돈 굴리기,2022-11-19,이건 모두 알아야합니다 돈에 대한 기본 지식!,2023-03-19
마법의 돈 굴리기,2022-11-13,내용이 유익합니다.,2023-03-19
마흔에 읽는 니체,2023-03-19,잘 읽어보려고 구입.,2023-03-19
마흔에 읽는 니체,2023-03-16,그 누구의 기준이 아닌 자신의 삶을 살아라는 의미를 가슴에 새깁니다.,2023-03-19
마흔에 읽는 니체,2023-03-15,좋아요 추천합니다 좋은 책이네요,2023-03-19
마흔에 읽는 니체,2023-03-15,집중이 잘됩니다 내나이가 40이라서 그런가봐요,2023-03-19
마흔에 읽는 니체,2023-03-14,일단 잘 읽혀져요. 철학이라 어려울꺼라 생각했는데 잘 풀어서 글을 쓴듯 해요.,2023-03-19
만들어진 신,2022-06-27,기독교 신자로서 이런 류의 제기가 일어나고 있다는 것을 알고 있습니다. 언젠가는 우리 모두 알게 되겠지요.,2023-03-19
만들어진 신,2021-08-16,흥미로운 주제와 논리,2023-03-19
만들어진 신,2021-08-16,흥미로운 주제와 논리,2023-03-19
만들어진 신,2021-04-24,재미있네요 잘읽었어요,2023-03-19
만들어진 신,2021-02-27,잘        읽었습니다,2023-03-19
만일 내가 인생을 다시 산다면,2023-03-19,좋아요 읽기 좋아요 도움이 됩니다,2023-03-19
만일 내가 인생을 다시 산다면,2023-03-19,만일 내가 인생을 다시 산다면...,2023-03-19
만일 내가 인생을 다시 산다면,2023-03-19,만일 내가 인생을 다시 산다면...,2023-03-19
만일 내가 인생을 다시 산다면,2023-03-19,너무 좋은책이라 주변사람들한테 소개해주고 선물하고 싶은 책입니다!,2023-03-19
만일 내가 인생을 다시 산다면,2023-03-19,마음이 편안해집니다.,2023-03-19
망그러진 만화,2023-03-09,심심할 때 읽는 책~!,2023-03-19
망그러진 만화,2023-03-08,재밌게 잘봤습니다. 만족해요 감사합니다.,2023-03-19
망그러진 만화,2023-03-04,완벽하지 않아도 괜찮아♡,2023-03-19
망그러진 만화,2023-03-04,캐릭터가 귀엽고 예쁘다,2023-03-19
망그러진 만화,2023-03-04,너무 귀여워요 좋아요,2023-03-19
매일 하면 좋은 생각,2022-11-26,'폐를 끼치고 싶지 않습니다만'p236강박에 가까운 생각에 작은 실금이 생긴다.,2023-03-19
면접바이블 2.0,2023-03-07,면접의 왕! 최고!,2023-03-19
면접바이블 2.0,2023-03-05,면접에 제일 도움 되는 것 같아요!,2023-03-19
면접바이블 2.0,2023-02-28,책의 구성이 훌륭하고 저자의 노하우가 담겨 있어 좋았습니다. 배송도 빠르고 정확하게 주셔서 감사합니다.,2023-03-19
면접바이블 2.0,2023-02-23,면접 준비때문에 고민이 많아서 구매했어요 이 책을 읽고 어떻게 준비하면 될지 알겠어서 좋아요,2023-03-19
면접바이블 2.0,2023-02-23,논리적인 면접 지침서 !,2023-03-19
모두 거짓말을 한다,2022-12-28,나는 과연 정직한가?,2023-03-19
모두 거짓말을 한다,2022-10-25,도움이 되는 내용을 많이 담고 있습니다^^,2023-03-19
모두 거짓말을 한다,2022-10-04,"습관에 전염성이 있다는 연구 결과가 놀라웠다. 내주변에는 회사를 착실하게 다니고 회사에서 본인의 젊은과 인생의 가치를 두는 사람들이 많아서 어쩌면 나도 그런 환경속에서 그렇게 성장한건 아닐까?&#8203;결국 예술적인 감각을 가진 이들은 조금 다를 수 있겠지만, 대학가나 대도시에서의 성공의 비율이 높은걸 보면 자청의 역행자에서 말했던 것 처럼 우리에게 성공의 공식이라는것은 일부는 정리 되어 있는것 같다.필요한것을 필요하다 말하지 않고 얻고싶은 것을 은연중에 다른 사람이 주고싶게 만드는, 본인이 주었다고 생각하게 만드는 능력이야 말로 과거에도 그랬고 앞으로도 가장 중요한 포인트 이지 않을까 싶다. 나도 그런 사람이 되고 싶다. 타고나지 않았다면, 훈련으로 학습으로 그런 능력을 키우고 싶다. 좋은 사람이, 성숙한 사람이, 매력적이고 지혜로운 사람이 되고 싶다.",2023-03-19
모두 거짓말을 한다,2022-07-30,잘읽었어요 감사합니다,2023-03-19
모두 거짓말을 한다,2022-07-23,정말정말 재밌는데 출간년도에 읽었으면 더 재밌었을것같아 아쉽습니다,2023-03-19
모든 것이 괜찮아지는 기술,2023-02-20,스토아철학이 궁금해서 구입,2023-03-19
모든 것이 괜찮아지는 기술,2023-02-15,"부정적인 기억을 잊으려고, 불안한 미래에서 도피하기 위해 인터넷에서 순간적인 쾌락을 주는 것들을 즐겼다. 미래에 대한 불완전한 예측과 기억하는 자아가 왜곡한 모습에 속박되서 쓸데없이 시간을 낭비한 것 같다. 내가 통제할 수 없는 과거와 미래에서 관심을 끄고, 통제할 수 있는 생각과 행동들에 관심을 두면서 살아가야겠다",2023-03-19
모든 것이 괜찮아지는 기술,2023-02-11,"🗝하쿠나마타타영화 ""라이온 킹""에서 나오는 OST중 ""하쿠나마타타""라는 제목을 갖고있는 노래가 있다.이 책을 처음 받았을 땐, 제목만 보고 정말 모든 것이 잘 될 수 있을거라는..희망을 받아든 것만 같았다.저자 ""데런 브라운""은 멘탈리스트이자 마음의 마술사이다. 심리학을 이용하여 사람의 마음을 움직이는 마술을 보여주는..그래서 이 책을 읽으면 모든 것이 괜찮은 것처럼 느껴지는 마음을 가질 수 있는 마법을 맞이하게 될 줄 기대를 하게 된 것 같다.이 책은 나에게 그런 기적같은 마법을 선사하진 않았지만, 세상의 모든 불안과 분노, 스트레스 속에서 나를 지키고, 제대로 된 내 자신을 찾을 수 있도록 생각하고, 되돌아보게 하고, 노력할 수 있도록 도와줄 수 있는 자기계발서 인 듯 하다.⭐️불행의 패턴을 파악하라.⭐️이야기의 저자권을 되찾아라. ⭐️욕망을 단순화하라. ⭐️불행을 재해석해라. ⭐️다른 방식으로 연결하라. ⭐️첫인상에 아무것도 더하지 마라. ⭐️예측 명상을 200% 활용하라. ⭐️3인칭 시점을 연기하라. ⭐️흔한 호기심에 휘둘리지 마라. ⭐️일단 의심하고 쉽게 믿지 마라.""다른 사람이 무슨 생각을 하는지 몰라서 불행해지는 사람은 없다.하지만 우리가 스스로 무슨 생각을 하는지 모르면 반드시 불행해진다."" 고 이야기하며 지금 당장 모든 게 괜찮아지는 불행피하기 연습 방법을 제시하며 스스로의 저자권을 찻으라 이야기해준다.​저자권(authorship)은 우리가 의식적으로 또 주도적으로 자신의 이야기를 쓰기 시작할 때에야, 불안·분노·스트레스에 휘둘리지 않고 삶의 주인으로 살 수 있다고 말한다. ""나에 관한 이야기""를 쓸 수 있는 것이 진정한 행복을 얻는 것이라고 말한다.이 책을 읽으며 많은 사람들이 자신의 ""저자권""을 찾고 불안과 스트레스에서 멀어져 진정한 행복을 찾을 수 있었으면 좋겠다.#채성모의손에잡히는독서 #채손독 #서평스타그램 #독서스타그램📚 #책스타그램 #북스타그램 #모든것이괜찮아지는기술",2023-03-19
모든 것이 괜찮아지는 기술,2023-02-08,내가 할 수 있는 것 에만 집중하는 삶을 통해 불안을 줄일 수 있습니다. 좋은 관점을 배웠어요.,2023-03-19
무조건 합격하는 암기의 기술,2023-03-18,공부법 통달 책 정말 최고입니다,2023-03-19
무조건 합격하는 암기의 기술,2023-03-18,"그 동안 암기실력의 결과가 저조한 원인도 발견하고, 그리고 전략도 배울 수 있고, 또 그 전략이 효율적이여서 너무 좋았습니다.암기의 방식과 다양한 정보들을 공유해주셔서 감사합니다, 작가님",2023-03-19
무조건 합격하는 암기의 기술,2023-03-18,지지부진한 당신의 공부를 바꿔즐 암기전략.,2023-03-19
무조건 합격하는 암기의 기술,2023-03-17,책 내용이 자세해서 유용해요,2023-03-19
무조건 합격하는 암기의 기술,2023-03-16,유용한 내용이 많아서 읽기 좋은 것 같아요,2023-03-19
문명의 붕괴,2023-01-24,천천히 독파하는중. 좋아요,2023-03-19
문명의 붕괴,2022-08-02,엄청난 두께 때문에 읽을 엄두를 못 내다 드디어 완독했습니다. 처음에 몬태나 이야기가 저에게는 고비였는데 다 읽고 나니까 교수님이 왜 이 책을 방대하게 서술했는지 알겠더라고요. 하나뿐인 지구에서 슬기롭게 살아야 하겠습니다.,2023-03-19
문명의 붕괴,2020-09-12,약간의 과장이 있기는 하지만 그럼에도 현재 우리가 살고 있는 문명의 위기와 그 해결책을 친절하게 알려준다.,2023-03-19
문명의 붕괴,2020-08-22,재미 있어요~~!!,2023-03-19
문명의 붕괴,2020-04-07,환경에 대한 고민을 도와주는책,2023-03-19
물고기는 존재하지 않는다,2023-03-19,,2023-03-19
물고기는 존재하지 않는다,2023-03-18,소설을 읽는 듯한 느낌이에요. 잘 쓴 문장과 잘 된 번역이 인상 깊었습니다,2023-03-19
물고기는 존재하지 않는다,2023-03-18,좋아요 잘읽었어요.,2023-03-19
물고기는 존재하지 않는다,2023-03-18,명불허전입니다~~~~,2023-03-19
물고기는 존재하지 않는다,2023-03-18,아빠 이책은 아빠를 위한 책이에요 라는 첫 문구가 맘에 들어 샀습니다.  읽게 되면서 몇번이나 이건 무슨 책이지 하는 생각으로 쭉 읽게 됩니다 몰입도도 엄청나구요 끝까지 꼭 읽어야 이 책의 진가를 온전히 느낄수 있습니다 한번정도는 꼭 읽어볼만한 책입니다 추천,2023-03-19
미루는 습관 극복하기 ,2023-03-12,미루기를 고치려고 산 책인데 미룰 수 없어서 바로 읽음.,2023-03-19
미루는 습관 극복하기 ,2023-03-09,유익하게 잘 읽고 있어요 ㅎㅎㅎ,2023-03-19
미루는 습관 극복하기 ,2023-03-09,👍👍👍👍👍👍👍👍👍,2023-03-19
미루는 습관 극복하기 ,2023-03-04,완전 제 얘기라서 정독하고 싶어요 ㅋㅋ,2023-03-19
미루는 습관 극복하기 ,2023-02-25,도움이 될 것 같아요.,2023-03-19
미스터 프레지던트,2023-03-18,"단어 하나하나 문장하나하나 뇌리를 스쳐갈 때마다 나도 모르게 흐르는 눈물을 주체할 수 없는 매력이 있네요.보이지 않은 곳에서, 어쩌면 당연한 우리 국민을 위해서 쉼없이 달려온 고뇌와 좌절과 슬픔과 어려움과 그 끝에 다가오는 감동을 느낄 수 있습니다.",2023-03-19
미스터 프레지던트,2023-03-18,좋은 책 잘 읽었습니다.,2023-03-19
미스터 프레지던트,2023-03-18,한번쯤은  읽어보시길 귄합니다,2023-03-19
미스터 프레지던트,2023-03-18,좋은 책입니다 많은 생각을 하게하네요,2023-03-19
미스터 프레지던트,2023-03-18,대통령 행사를 창의적으로 준비한게 인상적이네요,2023-03-19
미움받을 용기,2023-03-14,제 인생책이예요!!,2023-03-19
미움받을 용기,2023-03-14,다시읽고 또 읽어질 책 :),2023-03-19
미움받을 용기,2023-03-11,도움이 많이 됩니다. 조아요,2023-03-19
미움받을 용기,2023-03-09,정말 두 번 읽었습니다.감사합니다,2023-03-19
미움받을 용기,2023-03-09,노력해도 삶이 힘들다면 꼭 읽어보길 추천합니다,2023-03-19
"바바라 민토, 논리의 기술",2023-02-25,맥킨지식 논리를 배우기에 괜찮음,2023-03-19
"바바라 민토, 논리의 기술",2023-01-25,논리에 대한 정석적인 개념서,2023-03-19
"바바라 민토, 논리의 기술",2023-01-11,보고서 작성할때 도움이 많이 됩니다.,2023-03-19
"바바라 민토, 논리의 기술",2023-01-02,단순 글쓰기 뿐만 아니라 pt면접 등에도 도움되는 거 같아요,2023-03-19
"바바라 민토, 논리의 기술",2022-09-28,굿.........,2023-03-19
베싸육아,2023-03-16,궁금했던 내용들이 알차게 들어있어서 좋아요.,2023-03-19
베싸육아,2023-03-16,체계적이고 깔끔합니다. 여러 논문과 신뢰도 높은 데이터를 바탕으류 쓰여져서 더욱 좋아요,2023-03-19
베싸육아,2023-03-12,애를 키우는 부모 입장에서는 정말 천금을 주고도 사기 어려운 귀중한 정보들이 많아서 너무 감사합니다,2023-03-19
베싸육아,2023-03-11,아이들 키울 때 도움이 되네요.,2023-03-19
베싸육아,2023-03-09,"말을 어느 정도 알아듣기 시작하면 아기가 납득할 수 있는 설득이나 타협 등의 전략을 사용하는 것이 좋습니다. 아기가 클수록 이해할 수 있는 규칙의 범위가 넓어질 것이고 이에 따라 아이에게 적용되는 규칙도 점차 많아질 거예요. 아기가 지켜야 하는 규칙이 지나치게 과한 것도 좋지 않습니다. 한계 설정을 과도하게 하는 것, 적게 하는 것 모두 아기의 자기 조절력과 사회성에 좋지 않은 영향을 미쳐요. (p.417)육아에 있어 이런 말을 하게 되는 날이 오다니, 스스로 낯간지럽고 민망하지만 “라떼~ 이런 책이 있었더라면 조금 더 잘 키울 수 있었을 건데!” 싶어지는 책을 만났다. 바로 <베싸육아>. 맞다. 900만 조회 수 화제의 육아 유튜버 베싸TV의 그 베싸육아다. 뭐 워낙에 유명한 분이니 이 분에 대한 설명은 접어두고 책에 대해 이야기만 하고자 한다. 이 책은 “근거 있는 육아”를 모토로 하는 분답게 전 세계 2000여 개의 논문을 집대성하였으며, 본인이 겪었던 '정보의 함정'을 후배 엄마들이 겪지 않게 하려고 이 책을 냈다고 한다. 나는 엄마를 맹신했던 터라 검색보다는 '엄마 의견'에 더욱 기울였으나, 아마 대부분의 요즘 엄마들은 넘쳐나는 정보의 호수에서 내가 필요한 정보를 건져 올릴 것이다. 그런데 그 정보의 출처는 명확한가? 유명한 박사님의 정보라지만 내 아이에게도 적합한가? 등의 혼란도 함께 건져 올렸을 것이다. 그래서일까. 이 책에는 그렇게 검색되는 거의 모든 궁금증이 들어있다. 영유아기의 자율성, 수유텀, 모유 수유와 분유 수유의 차이, 모유 수유 엄마의 식사 혹은 영양제, 이유식이나 유아식, 수면 교육, 놀이 및 책육아, 발달과 훈육 등 아이를 키우는 엄마라면 누구라도 포털에 입력해보았을 키워드가 가득 담겨있는 것. 안타깝게도 우리 아이는 이미 0~4세의 나이를 훌쩍 지나왔지만, 이 책을 읽는 내내 우리 집보다 어린아이를 키우는 엄마들이 많이 읽고, 육아 뚝심을 지니면 좋겠다고 생각했다. 이 책을 받아들고 가장 먼저 펼쳐본 페이지는 '모유 수유'였다. 원래 발췌독을 즐기는 편은 아니지만 0~4세까지 육아를 하는 내내 나를 가장 고민에 빠지게 하고, 번뇌하게 했던 것이 모유 수유였기 때문이었다. 나는 아이가 5개월 때 복직하여 유축기를 짊어지고 다니면서까지 '완모'를 한 일명 '독한 엄마'였기에 상처가 되는 말을 수없이 들었는데, 이 책을 읽으면서 그 응어리가 풀리는 기분이었다. 아이의 느긋하고 여유로운 성향이 어쩌면 수유텀 없이 늘 배불리 먹이고자 하는 할머니와, 모성애와 죄책감을 섞어 반응 수유하는 엄마의 극성에 기반한 것은 아닐까 생각해보기도 했다. 또 장난감과 책육아에 대한 부분도 집중해서 읽었는데, 가진 재주가 책 읽는 것뿐이라 어쩌다 보니 책육아를 해온 나지만 우연히 권장하는 내용을 잘 지켜왔고, 그로 인해 여전히 책을 좋아하는 아이로, 자기 주도 독서를 하는 아이로 성장하고 있음을 확인할 수 있었다. 또 여전히 수면독립을 하지 못한 '숙제 못 한' 알 수 없는 마음에 여러 생각을 더 하기도 했다. 물론 이 <베싸육아>에 담긴 육아 지식도 100% 정답이라고 말할 수 없다. 99명에게 맞아도 우리 아이에게 맞지 않으면 그것은 '우리 집 육아법'이 아니 너 말이다. 그럼에도 내가 후배 엄마들에게 이 책을 권하는 이유는 이 책은 '내 방법이 맞아'라고 말하지 않기 때문이다. '나는 이렇게 공부해봤더니 이런 게 맞더라. 그러니 너도 이런 공부를 해보는 것은 어때? 이런 거 찾아보는 거 어때? 아니면 이렇게 한번 시도해볼까?' 하고 권한다. 그리고 아이를 위해서만이 아니라 부모 스스로를 위해 성장하고, 사랑하며 아이와의 소중한 시간을 만들어가라고 권한다. 이토록 탄탄한 근거와 팩트를 꾹꾹 눌러 담아놓고서도 '나는 이렇게 해보니 좋더라, 너도 한번 해보는 거 어때?'라는 너그러움을 문장 속에서 만나보며 유명세를 탄 소위 '육아 전문가'들의 얼굴이 떠오르더라. 물론 그들의 학업과 경력은 존중하지만 한두 번 본 아이를 두고 당당히 “이 아이는 이런 상태. 이렇게 고쳐야 함”이라고 말하는 것에 우려를 느껴왔기에 '아이 중심'으로 말하는 이 책이 더욱 진솔하게 느껴지는 건지도 모르겠다. 맞다. 이 책은 진솔하다. 자신이 공부한 것을 토대로 이야기하고, 그럴듯한 단어로 포장하지 않는다. 소중한 아이들에게 이상한 병명이나 별명을 붙이지도 않고, 덤덤히 필요한 지식만을 전달한다. 그마저도 육아로 바빠서 다 읽지 못할까 봐 '결론'부터 말해준다. 작가님은 수천 시간을 사용해 얻었을 지식을 독자들은 몇 시간 만에 얻는데도 “아이의 소중한 시간을 놓치지 마세요”라고 말하는 책. 아마 이 책은 많은 독자에게 '우리 집에 상주하는 친정엄마'가 되어줄 것 같다.",2023-03-19
부자 아빠 가난한 아빠 20주년 특별 기념판,2023-03-19,부자아빠 가난한아빠 20주년 특별기념판,2023-03-19
부자 아빠 가난한 아빠 20주년 특별 기념판,2023-03-19,너무좋아서 시리즈모두 읽어볼예정이예요,2023-03-19
부자 아빠 가난한 아빠 20주년 특별 기념판,2023-03-18,읽어보고 싶었던 책이라 푹빠져서 봤어요,2023-03-19
부자 아빠 가난한 아빠 20주년 특별 기념판,2023-03-18,잘 받아서 읽고 있습니다 내용이 좋아요,2023-03-19
부자 아빠 가난한 아빠 20주년 특별 기념판,2023-03-18,돈에 대한 교육의 중요성을 배웁니다. 정말 돈에 대한 관념이 보수적 아니 가난한아빠의 사상이 뼈속 깊이 묻어있었다는 걸 알게 됩니다. 생각을 바꾸어 잘 살아보려고 합니다,2023-03-19
불편한 편의점,2023-03-19,,2023-03-19
불편한 편의점,2023-03-19,정말 도움되는 도서이다,2023-03-19
불편한 편의점,2023-03-18,너무 재밌고 맘이 따뜻해지는 .. 좀 편하게읽을수있는 책,2023-03-19
불편한 편의점,2023-03-18,1편에 이어 2편도 너무 공감되고 재밌네요.,2023-03-19
불편한 편의점,2023-03-18,최규에요!또보고싳어요,2023-03-19
불편한 편의점 2,2023-03-19,재밌게 읽었어요!!,2023-03-19
불편한 편의점 2,2023-03-19,,2023-03-19
불편한 편의점 2,2023-03-19,하루만에 다 읽게 되네요!,2023-03-19
불편한 편의점 2,2023-03-19,정말 도움되는 도서이다,2023-03-19
불편한 편의점 2,2023-03-18,책을 읽으면서 힐링되고 좋았어요!,2023-03-19
비밀,2023-02-09,엄마 사드렸어요. 당뇨가 정말 무서운 병이더라고요.,2023-03-19
비밀,2022-11-05,당뇨에 대해 새롭게 배우고 일상 가운데 식이와 운동에 도움을 받고 있습니다,2023-03-19
비밀,2022-11-05,요즘 인터넷으로 넘쳐나는 정보는 모두 믿기가 어려웠는데 우선 믿을 수 있는 정보라서 좋고 내용이 당뇨를 이해하기도 좋았고 앞으로 생활방식개선에 대해 생각을 많이 해볼 수 있어서 도움이 되었습니다,2023-03-19
비밀,2022-08-31,좋아요 추천합니다.,2023-03-19
비밀,2022-04-29,당뇨를 위한 좋은 가이드를 받은 것 같습니다.,2023-03-19
사랑의 기술,2023-03-19,,2023-03-19
사랑의 기술,2023-03-18,아직 읽어보진 않았지만 재밌응거같아요,2023-03-19
사랑의 기술,2023-03-18,이 책은 정기적으로 읽으며 기억하고 싶은 내용이 정말 많아요,2023-03-19
사랑의 기술,2023-03-18,읽을때마다 좋아요ㅎㅎ,2023-03-19
사랑의 기술,2023-03-07,오마이갓 동의 되는 부분이 너무 많아,2023-03-19
"사실은, 단 한 사람이면 되었다",2023-03-15,"반짝반짝 빛나는 표지를 한참이나 보고 있었다. 빛이 반사되면 반사되는대로, 빛이 닿지않는 곳에서도 조용하게 반짝이는 표지를 보며 이 책은 어떤 이야기를 품은 내용일 지 무척이나 기대되었다. 함께 동봉되어 온 일러스트 마그넷과 포토카드 역시 독자들의 마음을 빼앗기 충분해 보였다.주목받는 스릴러 문학작가인 정해연 작가님께서 이번에는 기똥차게 재미있고 감동적인 시공을 초월한 판타지 소설을 쓰셨다.또래아이들과 어울리지 못하고 학교에서 겉도는 은아, 은아는 외롭고 쓸쓸하다. 집에서도 자신의 편은 없는 것 같다. 사랑받고 관심 받기위해 언니에게 양보하지만 은아의 노력따위는 가족들의 안중에는 없는듯 해서 더 외톨이 같은 느낌이다.그러던 어느 날, 나타난 비밀같은 존재 교생 선생님.교생 선생님의 존재는 놀랍다. 은아를 너무나 잘 아는 교생선생님은 미래에서 온 '은아'란다. 믿기힘들지만 현재의 은아만 알고 있는 비밀을 미래에서 온 은아도 알고 있다. 은아는 왜 은아를 만나러 왔을까? 어떤 메시지를 전달하고 싶었을까?""괜찮아""단 한마디의 말뿐이였지만, 은아는 강한 위로를 받는다.그동안 아무도 은아를 위로해 주지 않았다. 학교에서는 지박령같은 존재로 살아왔고, 집에서는 부모님께 인정받기 위해 착한아이가 되어야 했다. 은아가 듣고싶었던 말은 ""은아는 착해""가 아니였다.""괜찮아, 울어도 돼""관중들속에서 홀로 남겨져 있던 은아를 생각하니 마음이 먹먹해졌다. 학교생활이 힘들고 외롭지만 부모님께 걱정시키는 게 싫어서 말 못하는 모습을 보니 안쓰러워 토닥여주고 싶었다.'손절'이 난무하는 사회에서, 다른 사람들과의 소통의 부재 등으로 어려움을 겪는 현대사회의 사람들에게 따뜻한 위로가 되어주는 책임이 분명하다.""너의 한 사람은 너야""""너는 너로 존재해""10대 청소년 뿐 아니라 우리 모두에게 용기를 주는 말.""나"" 스스로 자존감을 갖고 변화한다면 멋진 미래가 존재할 것이라는 희망의 메시지도 담고 있다.마지막의 엄청난 반전이 기다리는 <사실은, 단 한사람이면 되었다>. 새학기에 조금은 불안할 수 있는 청소년들이 이 책을 읽고, 희망 가득한 새시작을 도전해 보길 바란다.",2023-03-19
"사실은, 단 한 사람이면 되었다",2023-03-12,"﻿《사실은, 단 한 사람이면 되었다》는 정해연 작가님의 신작이에요.제목을 보자마자 느낌이 왔어요. 어떤 내용인지 몰라도, 다 알 것 느낌이랄까요. 그래서 꼭 읽어야 할 책이라고 판단했죠.왜냐하면 지금까지 인생을 살면서 얻은 깨달음 중 하나였으니까요. 바로 그 핵심을 담아낸 소설이라면 읽어야죠.결론부터 말하자면 이 소설은 좋았어요. 누구나 쉽게 예상할 수 있는 부분은 살짝 비틀고, 마지막 장면은 멋졌어요.""머릿속에 드는 생각은 '살았다'는 것과 '은아'뿐이었다.'은아를 바꿨다. 은아를 살렸어. 아니, 은아가 날......'"" (114p)이은아, 소설의 주인공이에요. 고등학생인데 폭행을 당하는 왕따는 아니지만 친구가 없는 외톨이에요.어느 날, 은아 반에 예쁘고 멋진 교생 선생님이 오셨어요. 은아와 이름이 똑같은 데다가 유독 은아에게 관심을 보이는 교생 선생님, 그때문에 못돼 처먹은 수진과 그 패거리들에게 찍혔어요. 은아의 일상을 그려낸 이 소설은, 흔히 말하는 시간 여행을 소재로 하고 있어요. 판타지 장르인데 전혀 신비롭지 않아요. 지극히 현실적인 내용에 초점을 둔 이야기라서 그런 것 같아요. 마블영화처럼 놀라운 초능력자가 등장했다면 너무 유치했을 거예요. 그러니까 신비롭지 않은 판타지 장르라고 해서 실망하거나 아쉽지는 않다는 뜻이에요. 만약 나였다면 과거로 돌아가야 할 상황이 주어졌다면 분명 해야 될 일을 했을 거예요. 주인공의 선택과 같았을 거예요. 반전은 주인공이 한 명이 아니라는 것.우리가 주목해야 할 '한 사람'은 매우 중요한 의미를 지녔어요. 미래의 나를 구원해 줄 '한 사람'이니까요. 판타지 장르를 좋아하지만 마블영화를 즐겨보지 않는 이유는 막강한 캐릭터들이 주는 괴리감 때문이에요. 초현실적인 존재는 스크린 속에 있을 뿐, 우리가 살고 있는 세계에선 그냥 허상인 거죠. 가볍게 즐기는 것으로 끝. 다시 현실로 돌아와서 우리가 겪게 되는 온갖 어려움들은 누구도 대신 해결해주지 못해요. 주변의 도움을 얻을 수는 있겠지만 근본적인 해결은 본인 스스로 해내야만 해요. 자신의 인생을 책임질 사람은 오직 '나'라는 걸 잊으면 안 돼요. 그리고 세상은 혼자가 아니라 함께 살아가는 것임을 알아야 해요. 진심으로 믿고 사랑하는 사람들, 많을수록 좋지만 단 한 사람이라도 충분해요. 적어도 단 한 사람, 내 곁에서 나를 믿고 응원해주는 그 사람 덕분에 버틸 수 있고, 이겨낼 수 있어요. 구원이란 거창한 게 아닌 것 같아요. 오늘 하루를 무사히 잘 보냈다면, 당신은 오늘 자신을 구원한 거예요.﻿",2023-03-19
"사실은, 단 한 사람이면 되었다",2023-03-01,"은아는 평범하다 못해 눈에 띄지 않는 아이였다. 그에 비해 친언니 은진은 모두가 선망하는 워너비인 유튜버 지니의 나날들의 주인공이었다. 집에서나 학교에서나 기를 못펴고 살고 있다보니 하루하루 눈뜨고 학교에 가는 일상 자체도 의미 없이 흘러가던 어느 날이었다. 학교에 자신의 이름과 같은 '이은아'라는 교생선생님이 등장한다. 선생님의 자기소개 부터 반 아이들은 큭큭대며 우리 반에도 이은아가 있는데 극강으로 다르다며 놀려대는게 눈에 띄고 싶지 않은 은아에겐 끔찍하기만 했다. 그때부터였다. 급식실에서 혼자 밥을 먹고 있는 은아에게 다가오는 이은아선생님, 자신의 감자 알레르기를 말하지 않았는데도 알아차렸고, 우산을 안가져와서 비를 맞고 가는 은하를 집에 데려다주는 날도, 집주소도 알려주지 않았는데 선생님은 익숙한듯 은하네 집을 데려다 줬다. 혼자만의 아지트인 학교 옥상에도 소리도 없이 다가와 은아에게 점심을 건네는 친절함이 우연같지 않아 의심하던 차에 선생님은 충격적인 이야기를 은아에게 털어 놓는데...정해연 작가님의 소설은 반전이 매력적이라고 생각한다. 이번에는 청소년 소설 느낌이라 극적인 반전은 좀 덜하지 않을까 생각했는데, 완독하고 여실히 반성하게 만들었다.정말 평범한 아이 은아를 세상에서 가장 특별한 아이로 만들어주는 마력을 보여주는 이야기였다.자존감을 갖고 나를 좋아하며 살아가라는 메세지가 인상적이었다. 은아가 자신을 좋아하고 스스로 변화하기를 받아들인 순간 거짓말같은 힘이 생겼고, 평생 후회할뻔한 사건을 후회하지 않을 힘을 얻는 모습이 꽤나 감동적이었다. 자신을 사랑하고 내가 사랑하는 사람을 사랑한다고 말할 수 있는 용기가 필요하다는걸 작가님만의 메세지로 소설에 표현된것 같아 개인적으로도 꽤나 용기를 얻게 된 이야기였다.",2023-03-19
